CreationDate,EndOutcome,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,x,y
4/12/2022 22:08,SQ,3-Flowers visible,6,12,Adult,,,,,4-NoSignOfFlowering,0.1,0.01,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.6,4,Adult,,,,,,,,,,,,174.737844,-36.81263998
4/12/2022 22:24,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737987,-36.81450344
4/12/2022 23:30,SQ,3-Flowers visible,2,2,Adult,4-NoSignOfFlowering,0.5,2,Juvenile,5-Pods or Fruit forming,1.5,16,Adult,,,,5-Pods or Fruit forming,4,10,Adult,,,,,,,,,3-Flowers visible,0.5,5,Adult,,,,,4-NoSignOfFlowering,1.5,1,Adult,,,,,,,,3-Flowers visible,1.5,3,Adult,174.7385089,-36.81395805
4/12/2022 23:49,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7385112,-36.81359591
5/12/2022 0:20,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7374565,-36.81163658
5/12/2022 0:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7377404,-36.81220567
5/12/2022 0:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7377887,-36.8123112
5/12/2022 0:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7376627,-36.81235328
5/12/2022 0:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7375382,-36.8123806
5/12/2022 0:30,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7375067,-36.81256274
5/12/2022 0:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7377093,-36.81187529
5/12/2022 0:37,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7377202,-36.81269744
5/12/2022 1:06,SQ,4-NoSignOfFlowering,1,0.25,Adult,,,,,5-Pods or Fruit forming,2,1,Adult,,,,,,,,,,,,,,,,3-Flowers visible,2,20,Adult,,,,,4-NoSignOfFlowering,2,8,Adult,,,,,,,,,,,,174.7374175,-36.81275749
5/12/2022 1:52,SQ,1-Too soon to tell,0.25,0.25,Seedling,1-Too soon to tell,0.25,0.25,Juvenile,5-Pods or Fruit forming,1,0.5,Adult,,,,1-Too soon to tell,0.25,0.25,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,10,Adult,,,,,,,,,,,,174.7378977,-36.81200854
5/12/2022 22:38,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338351,-36.81250336
5/12/2022 22:40,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7341361,-36.81226682
5/12/2022 22:42,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7342419,-36.81203334
5/12/2022 22:48,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338837,-36.8122291
5/12/2022 22:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338278,-36.81187832
5/12/2022 22:58,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338278,-36.81187832
5/12/2022 23:11,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.25,Juvenile,174.7335393,-36.81217939
5/12/2022 23:13,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7337677,-36.81217244
5/12/2022 23:15,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7337994,-36.81200685
5/12/2022 23:18,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7331578,-36.81213149
5/12/2022 23:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7332247,-36.81196633
5/12/2022 23:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.733587,-36.81197341
5/12/2022 23:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334352,-36.81196431
5/12/2022 23:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.733551,-36.81182857
5/12/2022 23:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7333435,-36.81181642
5/12/2022 23:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7332261,-36.81179819
5/12/2022 23:36,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7336426,-36.81164367
5/12/2022 23:49,S,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,0.5,Adult,,,,,,,,,,,,174.7332722,-36.81164165
5/12/2022 23:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7336426,-36.81164367
5/12/2022 23:54,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7336574,-36.8114837
5/12/2022 23:56,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7335147,-36.81148671
5/12/2022 23:58,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7332952,-36.81146345
6/12/2022 0:34,SQ,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Adult,,,,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,0.5,Adult,,,,,,,,,,,,174.7330739,-36.81167516
6/12/2022 1:15,SQ,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7340529,-36.81176395
6/12/2022 1:22,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7341844,-36.81181252
6/12/2022 1:50,SQ,4-NoSignOfFlowering,1,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7342249,-36.81172954
6/12/2022 2:10,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7339254,-36.81173461
7/12/2022 1:24,S,4-NoSignOfFlowering,1,1,Juvenile,,,,,,,,,,,,3-Flowers visible,7,30,Adult,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,10,Adult,,,,,,,,,,,,174.7239376,-36.80140639
7/12/2022 21:47,SQ,4-NoSignOfFlowering,3.5,6,Adult,4-NoSignOfFlowering,1.8,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737797,-36.81291658
7/12/2022 21:57,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.738121,-36.81292517
7/12/2022 21:59,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7381816,-36.81309344
7/12/2022 22:09,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7382506,-36.81323233
7/12/2022 22:15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7378296,-36.81340638
7/12/2022 22:41,SQ,4-NoSignOfFlowering,0.4,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7383035,-36.81338371
7/12/2022 22:45,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7383686,-36.81352984
7/12/2022 22:53,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7379167,-36.81356714
7/12/2022 22:56,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7379066,-36.81370721
7/12/2022 23:32,SQ,4-NoSignOfFlowering,0.5,0.5,Juvenile,4-NoSignOfFlowering,1.2,2,Adult,6-Pods bursting or fruit mature,3,30,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.5,Adult,,,,,,,,4-NoSignOfFlowering,1.6,4.5,Adult,174.7378932,-36.81379488
8/12/2022 0:13,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7378977,-36.81200854
8/12/2022 0:15,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7384093,-36.81386391
8/12/2022 1:00,SQ,,,,,6-Pods bursting or fruit mature,1.5,10,Adult,5-Pods or Fruit forming,1.5,2,Adult,,,,1-Too soon to tell,0.25,0.25,Seedling,,,,,,,,,2-Buds forming,2,6,Adult,,,,,1-Too soon to tell,0.5,1,Adult,,,,,,,,,,,,174.7377855,-36.81398096
8/12/2022 2:08,SQ,3-Flowers visible,5,15,Adult,,,,,,,,,,,,1-Too soon to tell,1,0.5,Juvenile,,,,,,,,,3-Flowers visible,4,10,Adult,,,,,1-Too soon to tell,0.5,1,Adult,,,,,,,,,,,,174.7384134,-36.81333246
11/12/2022 21:17,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7383431,-36.81419315
11/12/2022 22:01,SQ,1-Too soon to tell,0.1,0.1,Seedling,,,,,1-Too soon to tell,0.1,0.1,Seedling,,,,1-Too soon to tell,0.25,0.25,Seedling,,,,,,,,,,,,,,,,,1-Too soon to tell,3,10,Adult,,,,,,,,1-Too soon to tell,1,2,Adult,174.7383267,-36.81401415
11/12/2022 22:32,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7377852,-36.81107315
11/12/2022 22:41,S,,,,,,,,,,,,,,,,1-Too soon to tell,0.1,0.5,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7378114,-36.8113749
11/12/2022 23:43,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7341609,-36.81823708
11/12/2022 23:57,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7340561,-36.81753648
11/12/2022 23:59,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7343938,-36.81805238
12/12/2022 0:01,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7346152,-36.81788584
12/12/2022 0:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7348456,-36.81790156
12/12/2022 0:09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7347854,-36.81781719
12/12/2022 0:32,S,1-Too soon to tell,0.1,0.1,Seedling,4-NoSignOfFlowering,1.5,2,Adult,1-Too soon to tell,0.5,2,Adult,1-Too soon to tell,0.25,0.25,,,,,,,,,,,,,1-Too soon to tell,2,4,Adult,,,,,4-NoSignOfFlowering,4,20,Adult,,,,,,,,,,,,174.7350102,-36.81773484
12/12/2022 1:30,SQ,1-Too soon to tell,0.1,0.25,Seedling,,,,,1-Too soon to tell,0.1,0.1,Seedling,,,,1-Too soon to tell,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,1-Too soon to tell,1.5,0.5,Adult,,,,,,,,,,,,174.7349008,-36.81739147
12/12/2022 1:33,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.735153,-36.81776688
12/12/2022 1:56,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,2.5,7.5,Adult,,,,,,,,,,,,174.735318,-36.81757017
15/01/2023 21:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349691,-36.81717119
15/01/2023 21:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349691,-36.81717119
15/01/2023 21:38,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,6,20,Adult,,,,,,,,,,,,,,,,174.7349691,-36.81717119
15/01/2023 21:59,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,3,5,Adult,,,,,,,,,,,,174.7355699,-36.81748577
15/01/2023 22:06,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7354892,-36.81712396
15/01/2023 22:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7357078,-36.81752231
15/01/2023 22:26,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7358913,-36.81735166
15/01/2023 22:34,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7356588,-36.81704949
15/01/2023 22:55,SQ,,,,,,,,,,,,,1-Too soon to tell,0.25,0.25,,,,,,,,,,,,,,,,,3-Flowers visible,3,10,Adult,,,,,,,,,,,,,,,,174.7358123,-36.81696093
15/01/2023 23:30,SQ,,,,,5-Pods or Fruit forming,1.5,4.5,Adult,1-Too soon to tell,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,5-Pods or Fruit forming,3,9,Adult,,,,,,,,,,,,174.7361542,-36.81723125
16/01/2023 1:01,SQ,3-Flowers visible,1.5,3,Adult,4-NoSignOfFlowering,0.3,0.4,Juvenile,4-NoSignOfFlowering,0.6,0.2,Adult,,,,,,,,,,,,,,,,,,,,3-Flowers visible,8,20,Adult,,,,,,,,,,,,,,,,174.7363919,-36.8172102
16/01/2023 1:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7364418,-36.81707862
16/01/2023 1:14,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7365949,-36.81702581
16/01/2023 1:15,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7363063,-36.81715472
16/01/2023 1:19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7361659,-36.81666954
16/01/2023 1:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7362943,-36.81658945
16/01/2023 1:52,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7365895,-36.81672859
16/01/2023 1:55,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367688,-36.81695855
16/01/2023 21:24,SQ,4-NoSignOfFlowering,1.4,0.5,Adult,,,,,,,,,,,,4-NoSignOfFlowering,1.2,0.3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7365949,-36.81702581
16/01/2023 21:32,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7365895,-36.81672859
16/01/2023 22:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352762,-36.81305099
16/01/2023 22:35,SQ,,,,,3-Flowers visible,3,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352295,-36.81068547
16/01/2023 23:11,SQ,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,4-NoSignOfFlowering,0.25,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7354079,-36.81114725
16/01/2023 23:13,S,4-NoSignOfFlowering,0.2,0.5,Juvenile,4-NoSignOfFlowering,1.2,2,Adult,4-NoSignOfFlowering,1.5,2,Adult,,,,3-Flowers visible,0.25,,Seedling,,,,,,,,,,,,,3-Flowers visible,0.5,20,Adult,,,,,,,,,,,,,,,,174.7368073,-36.81641494
16/01/2023 23:21,SQ,4-NoSignOfFlowering,0.5,,Juvenile,,,,,4-NoSignOfFlowering,0.5,,Seedling,,,,4-NoSignOfFlowering,0.5,1,Juvenile,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,3-Flowers visible,6,10,Adult,,,,,,,,,,,,4-NoSignOfFlowering,0.1,,Juvenile,174.7368467,-36.8170071
16/01/2023 23:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327732,-36.81205522
16/01/2023 23:48,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.733551,-36.81182857
16/01/2023 23:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7336316,-36.81249481
16/01/2023 23:54,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7332646,-36.81234716
17/01/2023 0:06,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7334484,-36.81269555
17/01/2023 0:28,SQ,1-Too soon to tell,1,0.5,Adult,,,,,1-Too soon to tell,1.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-Pods bursting or fruit mature,2,4,Adult,,,,,174.736734,-36.81649356
17/01/2023 0:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369204,-36.81688772
17/01/2023 0:36,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7371298,-36.81678353
17/01/2023 0:38,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7372775,-36.81672142
17/01/2023 0:40,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7374215,-36.8166537
17/01/2023 0:43,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7376366,-36.81653811
17/01/2023 1:04,SQ,4-NoSignOfFlowering,0.5,1,Juvenile,3-Flowers visible,2,12,Adult,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7325482,-36.81187559
17/01/2023 1:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327476,-36.81187765
17/01/2023 1:14,SQ,3-Flowers visible,3,4,Adult,3-Flowers visible,2,10,Adult,,,,,,,,3-Flowers visible,5,4,Adult,,,,,,,,,,,,,3-Flowers visible,15,100,Adult,,,,,,,,,,,,,,,,174.7376932,-36.81651284
17/01/2023 1:17,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7375563,-36.81652235
17/01/2023 1:19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7378093,-36.81647914
17/01/2023 1:20,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7379622,-36.81641142
17/01/2023 1:23,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7323593,-36.81171541
17/01/2023 1:26,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7328056,-36.81172363
17/01/2023 1:31,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7329499,-36.81143699
17/01/2023 1:40,S,4-NoSignOfFlowering,0.25,0.25,Juvenile,4-NoSignOfFlowering,0.25,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732821,-36.81156408
17/01/2023 1:43,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7328458,-36.81139753
17/01/2023 1:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7325615,-36.81135017
17/01/2023 1:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7329875,-36.81097558
17/01/2023 1:53,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327544,-36.8112143
17/01/2023 2:28,SQ,3-Flowers visible,3,2,Adult,,,,,4-NoSignOfFlowering,0.25,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,4,3,Adult,,,,,,,,,,,,174.7330063,-36.81074487
17/01/2023 2:32,SQ,1-Too soon to tell,2,1,Adult,1-Too soon to tell,0.1,0.4,Adult,1-Too soon to tell,1,4,Adult,,,,1-Too soon to tell,0.25,0.25,Seedling,,,,,,,,,,,,,3-Flowers visible,10,20,Adult,,,,,,,,,,,,,,,,174.7381882,-36.81638036
17/01/2023 21:58,SQ,4-NoSignOfFlowering,0.5,0.5,Juvenile,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,174.7331115,-36.81121375
17/01/2023 22:13,S,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,10,Adult,,,,,,,,,,,,,,,,174.734219,-36.81159132
17/01/2023 22:26,S,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,,,,,,,,,174.733819,-36.81153206
17/01/2023 22:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.733819,-36.81153206
17/01/2023 22:31,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.733317,-36.81125982
17/01/2023 22:47,SQ,4-NoSignOfFlowering,0.25,0.25,Seedling,,,,,4-NoSignOfFlowering,0.1,0.1,Juvenile,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.25,0.25,Adult,3-Flowers visible,3,8,Adult,,,,,,,,,,,,,,,,174.7331303,-36.81098304
17/01/2023 22:49,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7333716,-36.81108782
17/01/2023 23:06,SQ,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7331491,-36.81075233
18/01/2023 0:01,S,4-NoSignOfFlowering,3,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7332523,-36.81092035
18/01/2023 0:05,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7332649,-36.81076298
18/01/2023 0:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7331867,-36.81029092
18/01/2023 0:20,SQ,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,0.5,Adult,,,,,,,,,,,,174.7328819,-36.81055892
18/01/2023 0:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7329217,-36.81062619
18/01/2023 0:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7329115,-36.81070514
18/01/2023 0:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7325904,-36.81082371
18/01/2023 0:27,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.732892,-36.8109097
18/01/2023 0:35,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327969,-36.81104733
18/01/2023 0:37,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7327544,-36.8112143
18/01/2023 0:44,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7326776,-36.81034644
